,Meets Credit Policy?,Interest Rate (%),Log Annual Income ($),FICO Score,Revolving Balance ($),Revolving Line Utilisation Rate,No. of Overdue Payments,No. of Derogatory Public Records,Loan Not Fully Paid
4945,1,12.53,11.23,727,4071,30.2,0,0,0
4946,1,14.610000000000001,10.67,702,28607,95.0,0,0,0
4947,1,14.96,11.0,692,4050,98.8,0,0,0
4948,1,11.83,10.49,742,0,0.0,0,0,0
4949,1,15.310000000000002,9.62,667,456,22.8,2,0,0
4950,1,14.26,10.6,687,1847,42.0,0,0,0
4951,1,8.94,10.9,717,9166,27.0,1,0,0
4952,1,16.0,11.61,717,22784,82.0,0,0,1
4953,1,11.14,9.77,712,5013,68.7,0,0,1
4954,1,11.83,11.46,747,15773,48.2,0,0,1
4955,1,15.310000000000002,10.82,667,6804,74.0,0,0,0
4956,1,11.48,11.51,752,1492,6.1,0,0,0
4957,1,12.870000000000001,11.81,717,26361,73.2,0,0,1
4958,1,19.13,11.88,662,0,74.4,0,0,0
4959,1,12.53,11.0,687,1916,43.5,0,1,1
4960,1,14.610000000000001,9.55,677,3798,50.6,0,0,0
4961,1,8.59,11.83,737,38084,81.0,0,0,1
4962,1,12.870000000000001,10.93,717,9880,72.1,0,0,0
4963,1,12.18,11.0,712,12295,38.5,0,0,0
4964,1,13.22,10.6,697,14876,56.1,0,0,1
4965,1,12.53,10.55,717,25608,65.9,0,0,0
4966,1,12.53,10.31,687,23509,54.8,0,0,0
4967,1,13.919999999999998,10.97,682,17599,28.3,2,0,0
4968,1,13.22,10.49,677,12905,81.2,0,1,0
4969,1,13.569999999999999,12.04,712,31895,66.6,0,0,0
4970,1,13.22,10.31,682,9036,82.9,0,0,0
4971,1,13.569999999999999,11.16,692,48280,97.7,0,0,0
4972,1,7.51,11.71,747,10817,49.6,0,0,0
4973,1,15.310000000000002,10.67,677,68,2.5,0,0,0
4974,1,11.83,11.11,742,19086,67.4,0,0,0
4975,1,11.83,11.76,742,12204,64.6,0,0,0
4976,1,8.94,11.53,772,4054,6.0,0,0,0
4977,1,7.400000000000001,11.64,747,19548,37.2,0,0,0
4978,1,12.53,11.88,722,110441,96.6,0,0,1
4979,1,16.0,11.41,702,362,36.2,0,0,0
4980,1,8.94,11.7,772,92944,20.6,0,0,0
4981,1,12.18,10.6,707,9777,72.4,0,0,0
4982,1,15.310000000000002,10.52,662,722,60.2,0,0,1
4983,1,12.18,10.82,702,7690,65.6,0,0,0
4984,1,8.94,10.55,727,13862,74.5,0,0,0
4985,1,14.610000000000001,11.0,687,4503,35.7,3,0,0
4986,1,11.83,11.16,707,31485,64.4,0,0,0
4987,1,8.94,11.12,777,21760,63.2,0,0,0
4988,1,15.65,11.51,692,24594,64.3,0,0,0
4989,1,7.400000000000001,10.37,762,1641,14.9,0,0,0
4990,1,8.94,10.71,722,5764,31.5,0,0,1
4991,1,16.0,11.0,672,0,0.0,1,0,0
4992,1,13.919999999999998,10.37,682,286,35.7,0,0,0
4993,1,12.53,11.16,687,33711,81.6,0,0,0
4994,1,12.53,10.24,677,4293,66.0,0,0,0
4995,1,11.14,11.13,717,9846,59.7,0,0,0
4996,1,7.400000000000001,10.82,807,562,1.0,0,0,0
4997,1,8.59,11.0,727,32143,61.7,0,0,0
4998,1,16.7,10.92,662,8419,65.8,0,0,0
4999,1,13.919999999999998,11.29,742,254,1.1,0,0,0
5000,1,14.26,11.16,682,9442,92.6,0,0,0
5001,1,8.59,11.0,742,9367,36.7,0,0,0
5002,1,13.22,10.35,712,766,51.1,0,0,0
5003,1,13.919999999999998,11.74,677,20685,72.9,1,0,0
5004,1,12.18,10.74,747,13873,15.5,0,0,0
5005,1,12.53,10.79,692,15888,75.7,0,0,1
5006,1,13.569999999999999,11.31,697,52116,95.3,0,0,0
5007,1,11.83,11.71,712,38771,38.5,0,0,0
5008,1,16.0,10.63,667,5277,97.7,0,0,0
5009,1,12.18,10.6,772,0,5.34,0,0,0
5010,1,8.94,10.46,757,15269,76.7,0,0,0
5011,1,14.610000000000001,10.82,692,1412,94.1,0,0,0
5012,1,13.22,11.29,812,182,3.6,0,0,0
5013,1,14.26,10.4,692,16941,36.5,0,0,0
5014,1,8.94,10.82,757,5076,22.7,0,0,0
5015,1,7.400000000000001,10.87,782,2765,9.4,0,0,0
5016,1,8.59,10.13,757,3803,11.7,0,0,0
5017,1,15.310000000000002,10.2,737,48,1.8,0,0,0
5018,1,14.26,11.73,692,62587,77.4,0,0,0
5019,1,7.739999999999999,11.31,772,12212,19.0,0,0,0
5020,1,14.96,11.53,697,45410,41.2,0,0,0
5021,1,16.35,10.65,707,21389,69.9,0,0,0
5022,1,14.26,11.07,687,2628,46.9,0,0,0
5023,1,12.870000000000001,10.04,707,12315,94.7,0,0,0
5024,1,15.65,11.78,667,9044,93.2,0,0,0
5025,1,17.740000000000002,12.21,662,24724,46.1,2,0,1
5026,1,12.53,12.21,727,72210,73.7,0,0,0
5027,1,8.94,11.23,752,0,0.0,0,0,0
5028,1,11.83,10.41,747,9424,50.4,0,0,0
5029,1,11.48,10.31,737,434,3.3,1,0,0
5030,1,11.83,11.41,752,54147,53.5,0,0,1
5031,1,14.96,11.25,662,9586,41.5,4,0,0
5032,1,14.96,11.61,667,21753,90.6,1,0,0
5033,1,13.919999999999998,10.92,687,7201,92.3,0,0,0
5034,1,13.22,10.04,682,4826,57.5,0,0,0
5035,1,15.65,10.13,677,663,51.0,1,0,1
5036,1,12.870000000000001,11.21,707,3052,76.3,0,0,0
5037,1,16.7,10.89,667,17176,73.4,0,0,1
5038,1,8.94,10.92,777,16018,38.0,0,0,0
5039,1,7.400000000000001,9.21,807,82,2.3,0,0,1
5040,1,11.83,10.71,742,450,1.7,0,0,0
5041,1,7.049999999999999,10.13,777,415,6.8,0,0,0
5042,1,13.919999999999998,10.64,682,9728,91.9,0,0,0
5043,1,13.569999999999999,10.6,702,911,45.5,1,0,0
5044,1,7.400000000000001,10.6,757,13315,61.4,0,0,0
5045,1,12.18,10.92,702,16957,67.0,0,0,1
5046,1,12.870000000000001,10.55,707,12343,67.8,0,0,1
5047,1,8.59,10.27,732,4545,16.2,0,0,0
5048,1,11.14,11.16,712,14482,84.2,0,0,1
5049,1,13.569999999999999,11.05,697,19525,59.0,0,0,0
5050,1,17.04,10.82,692,11999,96.8,0,0,0
5051,1,7.739999999999999,9.55,757,2520,13.3,0,0,0
5052,1,14.610000000000001,11.7,687,0,0.0,0,0,0
5053,1,14.26,11.23,687,15278,76.4,0,0,0
5054,1,15.310000000000002,10.49,667,6922,74.4,0,0,0
5055,1,7.400000000000001,11.39,792,0,0.0,0,0,0
5056,1,13.22,11.53,697,9271,47.1,0,0,0
5057,1,12.870000000000001,11.29,742,222,2.8,1,0,1
5058,1,7.400000000000001,11.56,807,19647,27.4,0,0,0
5059,1,7.400000000000001,11.51,802,1269,2.0,0,0,0
5060,1,11.14,11.35,727,19388,48.6,0,0,0
5061,1,11.48,11.21,797,177,1.4,0,0,0
5062,1,11.83,11.46,717,19757,30.1,0,0,0
5063,1,8.94,10.09,727,2489,15.6,0,0,0
5064,1,13.22,10.31,702,0,0.0,0,0,0
5065,1,13.569999999999999,11.1,697,500,25.0,0,0,0
5066,1,11.83,10.82,702,107,8.9,0,0,0
5067,1,16.35,12.25,672,26388,94.2,0,1,1
5068,1,8.94,10.52,742,8321,30.7,0,0,0
5069,1,8.94,10.71,787,2669,22.2,0,0,0
5070,1,14.610000000000001,10.92,677,306,38.2,3,0,0
5071,1,15.310000000000002,11.13,672,14606,92.4,1,0,0
5072,1,12.53,10.76,697,7013,54.8,0,0,0
5073,1,15.65,10.82,667,20111,50.8,0,0,0
5074,1,13.569999999999999,10.3,682,3262,93.2,0,0,1
5075,1,8.94,11.41,782,17908,20.3,0,0,0
5076,1,12.18,11.61,722,33436,50.6,0,0,0
5077,1,18.09,11.27,667,67776,98.2,0,0,0
5078,1,12.53,10.88,717,16902,88.0,0,0,0
5079,1,8.94,10.09,727,6675,23.3,0,0,0
5080,1,14.96,11.0,782,2247,18.6,0,0,1
5081,1,8.94,11.41,767,93093,1.4,0,0,0
5082,1,13.919999999999998,11.35,682,3634,55.9,1,0,0
5083,1,12.18,11.29,737,47256,31.6,0,0,1
5084,1,12.18,11.14,712,17604,72.1,0,0,0
5085,1,7.739999999999999,11.69,787,2525,7.3,0,0,0
5086,1,13.22,11.0,707,8834,70.7,1,0,0
5087,1,12.870000000000001,10.78,717,0,0.0,2,0,0
5088,1,13.919999999999998,10.46,682,17717,67.4,0,0,0
5089,1,12.53,11.23,722,23762,44.5,0,0,0
5090,1,12.53,11.07,702,26373,78.5,1,0,0
5091,1,12.18,11.0,712,1250,5.6,0,0,0
5092,1,12.870000000000001,11.26,702,14255,57.7,0,0,0
5093,1,19.82,10.86,692,1025,22.3,0,0,0
5094,1,12.53,10.82,757,0,0.0,0,0,1
5095,1,16.35,11.29,712,24425,72.6,0,0,0
5096,1,8.94,11.26,777,737,5.7,0,0,0
5097,1,12.870000000000001,11.16,697,13260,66.6,0,0,1
5098,1,8.59,8.99,737,2892,42.5,0,0,0
5099,1,12.18,10.35,707,5274,17.6,0,0,0
5100,1,14.96,11.94,702,23798,48.7,1,0,1
5101,1,14.26,10.28,707,69,7.7,0,0,0
5102,1,8.94,11.69,747,84712,57.7,0,0,0
5103,1,13.919999999999998,11.41,687,21648,86.9,1,0,0
5104,1,11.14,11.26,772,1401,9.2,0,0,1
5105,1,11.83,10.93,727,2624,48.6,0,0,0
5106,1,13.919999999999998,13.46,697,6960,44.6,0,0,1
5107,1,11.14,11.29,727,18654,54.1,0,0,0
5108,1,7.739999999999999,11.2,762,12296,19.6,0,0,0
5109,1,11.48,10.6,802,0,0.0,0,0,0
5110,1,14.26,11.08,682,6868,71.5,0,0,0
5111,1,8.94,9.17,732,2385,54.2,0,0,1
5112,1,7.739999999999999,10.65,782,9955,20.0,0,0,0
5113,1,12.53,10.7,707,14145,43.5,0,0,0
5114,1,11.48,12.1,812,4085,4.7,0,0,0
5115,1,15.310000000000002,11.16,697,24105,84.6,0,0,0
5116,1,8.94,11.61,757,6535,9.0,0,0,0
5117,1,16.35,11.63,667,83317,72.2,0,0,0
5118,1,13.22,10.46,687,8907,61.9,0,0,0
5119,1,8.94,11.0,772,25415,27.6,0,0,0
5120,1,12.18,10.37,692,9690,49.2,0,0,0
5121,1,12.18,10.62,742,4561,95.0,0,0,0
5122,1,13.22,10.33,692,3371,88.7,0,1,0
5123,1,12.18,11.26,722,15129,42.4,0,0,0
5124,1,11.14,10.53,722,6811,56.8,0,0,0
5125,1,8.94,10.28,732,8713,41.3,0,0,0
5126,1,14.610000000000001,10.92,667,3864,52.9,0,0,1
5127,1,16.0,11.18,747,1249,6.1,0,0,1
5128,1,12.53,10.92,727,21216,64.1,0,0,0
5129,1,11.14,11.17,727,1893,24.7,0,0,0
5130,1,12.18,9.9,692,3156,26.7,1,0,0
5131,1,17.04,11.19,672,4908,34.6,2,0,0
5132,1,12.870000000000001,10.17,702,20493,95.3,0,0,1
5133,1,14.610000000000001,11.63,697,53723,82.2,0,0,0
5134,1,8.59,9.8,752,2494,40.2,0,0,0
5135,1,19.13,11.04,662,7461,99.5,0,0,0
5136,1,15.65,10.6,687,7285,23.5,0,1,0
5137,1,12.870000000000001,11.0,717,15949,92.7,0,0,1
5138,1,14.610000000000001,11.24,667,15578,91.1,0,0,0
5139,1,13.919999999999998,11.35,712,27564,93.8,0,0,0
5140,1,12.18,10.37,752,71,0.5,0,0,0
5141,1,13.569999999999999,11.16,702,17304,90.1,0,0,0
5142,1,15.310000000000002,9.62,692,4197,56.0,0,0,1
5143,1,11.14,10.49,747,172,0.9,0,0,0
5144,1,13.569999999999999,11.51,687,44489,97.6,0,0,0
5145,1,8.94,11.16,747,15836,73.7,0,0,0
5146,1,8.59,10.6,802,0,0.0,0,0,0
5147,1,11.48,10.56,717,6095,23.4,0,0,0
5148,1,14.26,11.31,667,4232,46.0,0,0,0
5149,1,11.83,11.06,752,11046,65.4,0,0,0
5150,1,16.0,11.08,662,4543,29.5,0,2,0
5151,1,14.26,10.78,682,21107,55.0,1,0,0
5152,1,11.14,11.16,802,1248,3.7,0,0,0
5153,1,8.59,11.08,787,1034,3.9,0,0,0
5154,1,15.65,10.74,692,4504,60.9,0,0,0
5155,1,11.48,10.6,712,15955,70.9,0,0,0
5156,1,11.83,11.07,737,27095,67.1,0,0,1
5157,1,12.18,11.21,727,33980,74.7,0,0,0
5158,1,12.53,10.86,692,4742,36.8,0,0,0
5159,1,16.35,11.43,782,0,0.0,0,0,1
5160,1,17.39,11.19,667,19892,67.0,0,1,0
5161,1,8.94,11.14,742,3613,5.7,0,0,0
5162,1,8.94,10.13,742,9268,47.5,0,0,1
5163,1,12.870000000000001,10.76,692,3343,77.7,1,0,0
5164,1,12.18,11.88,747,39716,37.5,0,0,0
5165,1,8.94,10.65,737,13421,67.4,0,0,1
5166,1,11.14,10.95,732,4451,13.5,0,1,0
5167,1,8.59,10.21,752,974,4.3,0,0,0
5168,1,12.53,11.3,707,21742,31.2,0,0,0
5169,1,11.14,10.24,727,8850,52.1,0,0,0
5170,1,13.22,10.86,752,2951,20.6,0,0,0
5171,1,12.870000000000001,10.13,677,10591,32.8,0,0,0
5172,1,12.870000000000001,10.6,707,17328,79.9,0,0,0
5173,1,12.870000000000001,11.08,692,13154,88.3,0,0,0
5174,1,11.83,10.78,742,3850,58.3,0,0,0
5175,1,13.22,11.18,737,3714,18.2,0,0,1
5176,1,13.22,11.04,697,5954,87.6,0,0,0
5177,1,17.04,11.54,707,54633,44.4,0,0,0
5178,1,16.0,10.46,662,18554,79.6,0,0,0
5179,1,7.400000000000001,10.17,767,1883,6.5,0,0,0
5180,1,17.39,11.22,672,12798,93.2,0,0,1
5181,1,12.18,13.57,707,6332,21.5,0,1,0
5182,1,18.43,11.4,702,3327,23.8,0,0,0
5183,1,11.83,10.82,757,6606,35.7,0,0,0
5184,1,8.94,10.49,752,0,0.0,0,0,0
5185,1,11.48,10.99,717,0,36.94,0,0,0
5186,1,14.96,10.88,707,9784,77.2,0,0,0
5187,1,15.310000000000002,10.93,682,21076,98.5,0,0,0
5188,1,12.870000000000001,10.96,697,14722,70.1,0,0,0
5189,1,11.14,11.1,737,26850,58.1,0,0,0
5190,1,13.569999999999999,10.49,672,2610,27.8,0,0,1
5191,1,14.26,11.07,702,30803,84.4,0,0,0
5192,1,15.65,11.08,732,13381,49.4,0,0,0
5193,1,11.14,10.82,737,11919,76.9,1,0,0
5194,1,15.65,10.57,707,19418,95.7,0,0,0
5195,1,12.18,10.71,697,563,4.5,1,0,0
5196,1,16.7,11.49,662,31961,87.9,0,0,0
5197,1,13.22,11.14,702,4326,34.1,0,0,0
5198,1,13.569999999999999,10.31,677,11386,55.5,0,0,1
5199,1,8.59,11.26,742,13930,50.1,0,0,0
5200,1,12.53,10.24,707,12558,40.0,0,0,0
5201,1,12.870000000000001,10.82,692,684,6.1,1,1,0
5202,1,11.83,10.49,727,3973,44.6,0,0,0
5203,1,8.94,11.37,737,39299,54.3,0,0,1
5204,1,13.569999999999999,10.23,702,3029,94.7,0,0,0
5205,1,8.94,11.29,722,4893,34.7,0,1,0
5206,1,11.48,11.17,717,11974,72.1,0,0,0
5207,1,12.18,10.97,712,7267,46.6,0,0,0
5208,1,8.59,12.21,797,3313,2.5,0,0,0
5209,1,11.83,10.94,697,3066,57.8,0,1,0
5210,1,11.48,12.79,702,1950,10.7,0,0,0
5211,1,8.94,11.78,807,8467,21.6,0,0,0
5212,1,12.870000000000001,10.5,682,3867,32.5,0,0,0
5213,1,11.14,10.46,722,6896,41.8,0,0,0
5214,1,13.919999999999998,11.46,692,31904,63.1,1,0,0
5215,1,11.48,11.05,727,13046,65.2,0,0,0
5216,1,8.94,10.78,767,1775,8.4,0,0,0
5217,1,7.739999999999999,10.6,732,15774,49.8,0,0,0
5218,1,11.83,10.42,697,1125,23.4,0,0,0
5219,1,14.26,10.6,672,36934,86.3,0,0,1
5220,1,8.59,10.13,757,4355,24.1,0,0,0
5221,1,7.400000000000001,9.62,802,811,7.7,0,0,0
5222,1,11.83,10.31,717,3866,53.0,0,0,1
5223,1,14.96,10.82,752,1749,24.0,0,0,0
5224,1,14.96,11.18,702,34665,94.7,0,0,0
5225,1,13.569999999999999,11.37,722,5482,57.7,0,0,1
5226,1,8.59,10.37,732,3192,23.0,1,0,0
5227,1,12.870000000000001,11.0,722,256,2.0,0,0,1
5228,1,11.83,10.55,702,768,5.6,0,0,0
5229,1,8.59,10.93,732,9377,20.8,0,0,0
5230,1,8.59,9.9,742,5276,50.2,0,0,0
5231,1,11.14,10.31,732,15950,24.7,0,0,1
5232,1,13.919999999999998,11.11,687,19335,74.4,0,0,0
5233,1,12.53,11.04,782,9231,30.8,0,0,0
5234,1,11.83,12.37,802,2069,4.0,0,0,1
5235,1,13.569999999999999,10.09,682,8794,86.2,0,0,0
5236,1,7.739999999999999,10.6,757,3467,19.5,0,0,0
5237,1,8.94,10.8,762,11984,38.5,0,0,0
5238,1,8.94,10.55,742,16205,33.7,0,0,0
5239,1,16.7,11.74,682,46226,97.9,0,0,0
5240,1,11.14,11.23,762,1312,30.5,0,0,0
5241,1,13.22,10.62,702,5285,52.8,0,1,0
5242,1,13.569999999999999,10.97,692,5799,76.3,0,0,0
5243,1,11.48,11.41,707,7562,47.0,0,0,1
5244,1,12.870000000000001,10.93,687,11508,51.8,0,0,0
5245,1,14.610000000000001,13.08,692,19868,95.5,0,0,0
5246,1,11.48,11.41,732,20739,44.7,0,0,0
5247,1,12.53,9.64,697,1163,14.7,1,0,1
5248,1,14.610000000000001,10.88,667,22978,83.9,0,0,1
5249,1,8.94,10.82,747,7356,28.3,0,0,0
5250,1,11.48,10.4,727,11820,40.6,0,0,1
5251,1,11.48,11.01,707,50935,74.4,0,0,0
5252,1,18.43,10.93,667,17783,98.8,0,0,0
5253,1,16.0,10.6,672,15864,62.5,0,0,0
5254,1,13.569999999999999,10.49,692,19897,72.6,0,0,0
5255,1,16.0,11.55,682,172,24.6,0,0,1
5256,1,12.870000000000001,10.47,702,705,70.5,1,0,0
5257,1,7.400000000000001,11.35,782,3779,9.5,0,0,0
5258,1,15.310000000000002,11.74,777,431,3.5,0,0,1
5259,1,8.59,10.93,742,7556,49.2,0,0,0
5260,1,15.65,12.05,682,101022,93.2,0,0,0
5261,1,7.739999999999999,11.36,752,17524,33.5,0,0,0
5262,1,8.59,10.62,747,5672,17.1,0,0,0
5263,1,12.53,11.02,742,400,18.2,0,0,0
5264,1,7.739999999999999,10.31,762,1251,7.3,0,0,0
5265,1,14.26,10.82,677,7156,56.3,0,0,0
5266,1,12.18,11.03,727,126,2.2,0,0,0
5267,1,13.569999999999999,11.23,702,6424,92.2,0,0,0
5268,1,13.569999999999999,10.55,697,1629,90.5,0,0,0
5269,1,11.48,10.43,742,15762,28.6,0,0,0
5270,1,8.94,13.49,792,865,30.2,0,0,0
5271,1,7.739999999999999,10.78,787,3415,7.3,0,0,0
5272,1,11.48,10.76,742,13430,58.9,0,0,0
5273,1,14.96,10.86,662,10655,58.2,0,0,0
5274,1,20.169999999999998,11.08,662,4569,95.2,0,0,0
5275,1,15.65,11.7,702,38447,82.9,0,0,0
5276,1,14.96,10.49,687,2439,78.7,0,0,0
5277,1,8.94,11.39,727,20017,32.0,0,0,1
5278,1,12.18,11.0,692,17883,73.6,1,0,0
5279,1,13.919999999999998,10.27,677,3323,75.5,0,0,1
5280,1,14.96,10.92,677,0,0.0,0,0,0
5281,1,8.94,11.11,752,5767,46.1,0,0,0
5282,1,8.94,10.16,797,0,0.0,0,0,0
5283,1,8.94,11.91,727,1330,10.1,0,0,0
5284,1,14.96,10.8,662,9805,30.5,0,0,0
5285,1,12.18,10.46,702,17411,64.0,0,0,0
5286,1,12.870000000000001,11.41,687,30402,80.0,0,0,0
5287,1,11.48,10.46,727,22375,26.6,0,0,0
5288,1,8.94,11.2,747,68214,8.4,0,0,0
5289,1,12.53,10.84,717,7031,39.9,1,0,0
5290,1,11.48,10.92,732,9646,41.6,0,0,0
5291,1,12.870000000000001,10.75,692,6112,81.5,1,0,0
5292,1,12.53,11.67,732,28821,52.2,0,0,1
5293,1,15.65,11.92,682,55821,87.3,0,0,0
5294,1,15.65,12.37,677,21854,37.6,0,0,0
5295,1,15.65,10.31,667,2654,39.0,1,0,0
5296,1,11.14,10.31,792,5162,17.9,0,0,0
5297,1,12.18,11.25,712,63543,90.2,0,0,0
5298,1,8.94,10.49,747,8897,32.4,0,0,0
5299,1,12.53,10.78,687,10115,70.7,0,0,0
5300,1,12.53,11.68,737,1823,6.75,1,0,0
5301,1,13.569999999999999,10.51,807,32062,0.0,0,0,0
5302,1,11.48,10.63,722,3316,44.2,0,0,0
5303,1,17.04,10.33,672,2057,89.4,0,0,1
5304,1,7.739999999999999,9.9,807,1721,8.6,0,0,0
5305,1,14.26,10.53,687,4986,83.1,0,0,0
5306,1,7.739999999999999,11.61,792,691,0.8,0,0,0
5307,1,11.14,11.53,807,0,0.0,0,0,0
5308,1,12.53,11.13,702,13827,52.2,1,0,0
5309,1,15.310000000000002,11.61,757,11437,16.3,0,0,0
5310,1,8.94,10.09,737,6738,28.2,0,0,1
5311,1,13.22,11.16,712,19995,67.3,0,0,0
5312,1,11.14,11.39,762,4397,48.9,0,0,0
5313,1,11.83,10.85,692,5492,70.9,0,0,0
5314,1,11.14,12.07,722,38107,69.9,0,0,0
5315,1,7.739999999999999,11.16,797,825,1.4,0,0,0
5316,1,14.610000000000001,11.0,742,41063,61.3,0,0,1
5317,1,14.26,10.54,667,8138,62.6,0,0,0
5318,1,12.870000000000001,10.67,682,17123,75.8,0,0,0
5319,1,15.310000000000002,10.4,747,23875,12.6,0,0,0
5320,1,11.48,9.29,797,2763,9.0,0,0,1
5321,1,12.18,10.6,692,6834,55.1,0,0,0
5322,1,8.59,10.2,767,5401,19.4,0,0,0
5323,1,14.610000000000001,8.7,677,369,3.0,1,0,0
5324,1,12.870000000000001,10.31,692,18154,91.2,0,0,0
5325,1,19.470000000000002,10.46,667,4198,44.2,1,0,1
5326,1,11.48,11.1,782,3577,9.4,0,0,0
5327,1,8.59,10.82,742,6881,28.2,0,0,0
5328,1,13.569999999999999,10.49,667,1790,34.4,0,0,0
5329,1,14.26,10.9,697,1366,21.0,0,0,0
5330,1,7.739999999999999,10.82,772,928,2.0,0,0,0
5331,1,13.569999999999999,10.62,687,8180,83.5,0,0,0
5332,1,7.049999999999999,11.29,772,5378,18.8,0,0,0
5333,1,7.739999999999999,11.61,742,15695,67.7,0,0,0
5334,1,12.18,11.16,787,1026,14.5,0,0,0
5335,1,8.94,11.7,797,21807,43.6,0,0,0
5336,1,19.82,10.68,667,12390,98.3,0,0,0
5337,1,13.919999999999998,11.41,697,9572,96.7,0,0,0
5338,1,8.59,10.39,772,14163,18.4,0,0,0
5339,1,12.18,11.62,707,37591,77.2,0,0,0
5340,1,7.739999999999999,11.23,792,0,0.0,0,0,0
5341,1,15.310000000000002,10.82,662,27297,80.0,0,0,0
5342,1,16.35,10.35,662,0,33.29,3,0,0
5343,1,13.569999999999999,11.61,687,1584,49.5,0,0,0
5344,1,13.569999999999999,11.31,702,24387,36.6,0,0,0
5345,1,15.310000000000002,11.73,707,40413,85.6,0,0,0
5346,1,15.310000000000002,10.6,672,980,32.7,0,0,1
5347,1,13.22,11.0,692,11188,42.7,0,0,0
5348,1,16.7,11.89,682,27433,56.8,0,0,0
5349,1,12.870000000000001,10.97,707,8752,53.0,0,0,0
5350,1,8.94,11.05,737,10326,27.8,0,0,0
5351,1,13.919999999999998,11.0,682,18393,71.6,0,0,0
5352,1,8.59,9.95,752,4372,21.1,0,0,1
5353,1,14.610000000000001,10.71,672,9311,40.5,0,0,0
5354,1,11.48,11.35,737,3519,12.1,0,0,0
5355,1,7.739999999999999,11.35,762,265,3.3,0,0,0
5356,1,11.83,10.6,737,7658,36.0,0,0,0
5357,1,11.83,10.92,712,21470,85.5,0,0,0
5358,1,14.96,11.39,707,13724,87.4,0,0,1
5359,1,14.610000000000001,10.25,687,3430,71.5,0,0,0
5360,1,7.400000000000001,11.18,782,1751,6.1,0,0,0
5361,1,7.739999999999999,11.11,777,4814,23.5,0,0,0
5362,1,11.14,10.91,777,33809,22.1,0,0,0
5363,1,20.169999999999998,11.23,672,3672,79.8,0,0,0
5364,1,19.470000000000002,11.0,667,13859,88.5,0,0,0
5365,1,14.610000000000001,10.09,692,261,87.0,0,0,0
5366,1,12.53,11.47,692,52264,82.8,0,0,0
5367,1,16.35,11.41,677,14218,74.8,0,0,0
5368,1,7.739999999999999,10.71,757,3417,15.3,0,0,0
5369,1,12.18,11.6,727,24573,87.4,0,0,0
5370,1,17.04,10.45,687,8903,79.5,0,0,0
5371,1,8.59,11.39,762,75336,32.6,0,0,0
5372,1,7.739999999999999,11.28,797,0,0.0,0,0,0
5373,1,14.610000000000001,11.63,712,65844,48.9,0,0,0
5374,1,8.59,11.02,747,5418,8.2,0,0,0
5375,1,11.14,9.8,742,2135,46.4,0,0,0
5376,1,8.94,11.51,762,7563,30.0,0,0,0
5377,1,12.870000000000001,10.22,692,9166,73.9,0,0,0
5378,1,11.48,12.15,767,544,2.7,1,0,0
5379,1,11.83,10.31,712,10131,39.6,0,0,0
5380,1,8.94,10.46,722,8151,57.0,0,0,0
5381,1,12.53,9.51,717,1554,23.9,0,0,0
5382,1,11.14,11.6,752,4963,14.2,0,0,0
5383,1,8.59,11.0,742,3880,25.0,0,0,0
5384,1,11.14,10.69,717,13694,83.5,0,0,0
5385,1,8.94,10.31,802,2316,4.8,0,0,0
5386,1,15.65,11.48,662,31485,58.6,0,0,1
5387,1,11.14,10.67,747,14447,68.8,0,0,0
5388,1,12.18,11.23,712,15191,83.0,0,0,0
5389,1,12.870000000000001,10.09,702,9424,38.6,0,0,1
5390,1,14.26,11.02,692,18020,34.9,0,0,0
5391,1,14.26,10.86,687,13882,69.4,0,0,1
5392,1,11.14,10.85,737,9200,26.8,0,0,0
5393,1,12.870000000000001,11.52,777,2817,9.5,0,0,0
5394,1,16.35,10.92,677,34715,96.7,0,0,0
5395,1,14.26,10.82,667,26669,92.6,1,0,0
5396,1,14.96,11.21,707,12560,53.0,0,0,0
5397,1,14.610000000000001,11.39,792,14653,44.3,0,0,0
5398,1,15.310000000000002,10.85,722,4138,98.5,0,0,0
5399,1,11.48,12.21,737,2874,4.7,0,0,0
5400,1,8.94,11.17,762,6953,30.9,0,0,0
5401,1,8.94,11.52,772,13648,20.7,0,0,0
5402,1,11.48,11.13,702,2822,40.3,0,0,0
5403,1,7.739999999999999,12.21,762,17604,36.1,0,0,0
5404,1,8.94,11.13,752,38581,65.4,0,0,0
5405,1,11.48,11.16,752,5303,26.6,0,0,0
5406,1,14.96,11.11,687,13217,96.5,0,0,0
5407,1,11.83,10.99,702,7278,30.1,0,0,0
5408,1,16.0,10.9,702,5418,33.9,0,0,1
5409,1,8.59,10.46,722,3159,17.4,0,0,0
5410,1,11.48,10.46,742,1926,6.0,3,0,1
5411,1,8.94,10.86,747,14385,50.3,0,0,0
5412,1,13.919999999999998,10.82,757,2138,14.4,0,0,0
5413,1,17.740000000000002,11.08,662,11328,39.9,1,0,0
5414,1,17.39,11.35,667,11369,91.7,0,0,0
5415,1,13.919999999999998,10.11,682,2791,35.8,0,0,0
5416,1,11.83,10.83,702,16721,74.6,0,0,0
5417,1,11.48,11.23,722,14132,67.6,0,0,0
5418,1,13.22,10.79,717,1937,84.2,0,0,0
5419,1,16.7,10.93,707,27298,99.3,0,0,0
5420,1,14.96,11.7,702,68903,92.9,0,0,0
5421,1,13.919999999999998,10.31,672,7768,42.9,0,0,0
